STT,Tieu de,Gia (VND),Gia/m2 (trieu),Dien tich,Dia chi,Quan/Huyen,Thanh pho,Vi do,Kinh do,Loai BDS,Loai can ho,Phong ngu,Nha ve sinh,So tang,Huong,Noi that,Phap ly,Tien coc,Loai phi,So anh,Nguoi dang,Phong tot,Diem danh gia,Ngay dang,URL,Thoi gian crawl
62,"Cho thuê nhà phố 5 tầng có thang máy, rèm đường D9",45000000,0.53571427,84 m²,"Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.84805,106.83874,Đất,,,,5,,3.0,1.0,,[],4,DUY HOMES,,,2026-09-09 09:41:13,https://nha.chotot.com/tin/178661906,2026-09-17T07:30:10.711858
63,"Cho thuê vp phố nguyên hồng,đống đa,dt 68m2,giá 13tr/tháng",13000000,0.19117647,68 m²,"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,21.015743,105.80971,Đất,,,,8,,1.0,1.0,,[],5,Đào Thành Lân,,,2026-09-17 14:27:34,https://nha.chotot.com/tin/178839277,2026-09-17T07:30:10.712058
64,🔥 CHO THUÊ BIỆT THỰ SÂN VƯỜN NGUYỄN VĂN TRỖI – NGANG 12M – GIÁ 59TR/TH,59000000,0.118,500 m²,"Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.798557,106.67042,Đất,,,,,,,,150000000.0,[],7,Kiều Hằng,,,2026-09-17 14:27:01,https://nha.chotot.com/tin/178839254,2026-09-17T07:30:10.712266
65,Cho thuê kho 1200m QL1A Tam Bình chỉ 75k,90000000,0.075,1200 m²,"Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.871881,106.739655,Đất,,,,,,,,3.0,[],3,Anhthe,,4.0,2026-09-14 18:07:53,https://nha.chotot.com/tin/178775394,2026-09-17T07:30:10.712533
66,BIỆT THỰ SÂN VƯỜN KHU TỔ HỢP F&B VÀ ĐA NGÀNH NGHỀ TRUNG TÂM QUẬN 3 ,115000000,0.34848484,330 m²,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",Quận 3,Tp Hồ Chí Minh,10.788824,106.690765,Đất,,,,,,,,,[],9,Yến Ngọc,,,2026-09-17 14:25:23,https://nha.chotot.com/tin/178839200,2026-09-17T07:30:10.712901
67,🍑Đoạn Đẹp NGUYỄN GIA TRÍ - 4x25m (Trệt 2 Lầu)🍑,65000000,0.21666667,300 m²,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.810227,106.71722,Đất,,,,,,,,,[],6,Nhà Phố Cho Thuê,,,2026-09-17 14:24:57,https://nha.chotot.com/tin/175622468,2026-09-17T07:30:10.713108
68,"🌟10x15m - TRẦN QUỐC TOẢN, Quận 3🌟 Trệt 2 Lầu",60000000,0.13333334,450 m²,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",Quận 3,Tp Hồ Chí Minh,10.78659,106.68779,Đất,,,,,,,,,[],4,Nhà Phố Cho Thuê,,,2026-09-17 14:24:26,https://nha.chotot.com/tin/175903201,2026-09-17T07:30:10.713356
69,cho thuê 100m văn phòng giá 30 tr,30000000,0.3,100 m²,"Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79159,106.73052,Đất,,,,,,,,60000000.0,[],3,Nguyễn Văn Hậu,,,2026-09-05 13:44:09,https://nha.chotot.com/tin/178581677,2026-09-17T07:30:10.713609
70,CHO THUÊ TÒA NHÀ VĂN PHÒNG NGUYỄN VĂN TRỖI NGAY NGÃ TƯ PHÚ NHUẬN,130000000,0.096296296,1350 m²,"Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.798557,106.67042,Đất,,,,,,,,,[],3,Anh Đào,,,2026-09-12 11:08:02,https://nha.chotot.com/tin/178727010,2026-09-17T07:30:10.713787
71,Mặt bằng đẹp Hồ Văn Huê 30m2,7490000,0.24966666,30 m²,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.80251,106.67629,Đất,,,,,,,,7490000.0,[],7,NGUYỄN THỊ ANH THƯ,,,2026-09-06 15:25:13,https://nha.chotot.com/tin/178603931,2026-09-17T07:30:10.713958
72,"🇻🇳SHOPHOUSE 3 TẦNG MẶT TIỀN MÊ LINH | GẦN ORI, KCN HÒA KHÁNH",14000000,0.11666667,120 m²,"Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",Quận Liên Chiểu,Đà Nẵng,16.09171,108.12595,Đất,,04,,3,,,,,[],10,Ngô Văn Cảnh,,4.4,2026-09-17 14:22:04,https://nha.chotot.com/tin/178839109,2026-09-17T07:30:10.714130
73,🔥 HẺM XE HƠI  HUỲNH VĂN BÁNH – PHÚ NHUẬN | 4PN – 4WC | CHỈ 2x,23000000,0.23,100 m²,"Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.791831,106.671616,Đất,,4,,,,,,46000000.0,[],6,Dung tr,,,2026-09-17 14:21:51,https://nha.chotot.com/tin/178839122,2026-09-17T07:30:10.714295
74,"Măt tiền Nguyễn Cư Trinh, Quận 1 (Ngang 17m)",90000000,0.45,200 m²,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.763458,106.68884,Đất,,,,,,,,,[],5,Nhà Phố Cho Thuê,,,2026-09-17 14:21:14,https://nha.chotot.com/tin/178280784,2026-09-17T07:30:10.714475
75,"🔥GÓC 2MT - NGUYỄN TRÃI, Bến Thành, Q1🔥400m2 sử dụng",150000000,0.375,400 m²,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.771166,106.68731,Đất,,,,,,,,,[],4,Nhà Phố Cho Thuê,,,2026-09-17 14:20:35,https://nha.chotot.com/tin/175556911,2026-09-17T07:30:10.714731
76,CHO THUÊ TÒA NHÀ 2 MẶT TIỀN VÕ VĂN NGÂN DT 12M X 36M TP THỦ ĐỨC,100000000,0.07692308,1300 m²,"Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.850573,106.76223,Đất,,,,,,,1.0,,[],3,Oanh Home,,,2026-09-17 14:20:21,https://nha.chotot.com/tin/178262159,2026-09-17T07:30:10.714977
77,"🔥 CHO THUÊ TẦNG 7 160m2 – 104A XUÂN THUỶ, THẢO ĐIỀN, Q2 🔥",50000000,0.3125,160 m²,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.803889,106.73543,Đất,,,,,,,,150000000.0,[],8,Kiều Hằng,,,2026-09-17 14:18:58,https://nha.chotot.com/tin/178839027,2026-09-17T07:30:10.715246
78,Cho thuê  Shophouse Panorama Phú Mỹ Hưng 2 tầng 50tr/th,50000000,0.35460994,141 m²,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.72168,106.71284,Đất,,,,2,Tây Nam,,1.0,,[],7,Dân,,,2026-09-17 14:18:55,https://nha.chotot.com/tin/177011854,2026-09-17T07:30:10.715414
79,Kho trống VIEW SÔNG 235/50A Đặng Thùy Trâm. DT 8X20M.,20000000,0.125,160 m²,"Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.824377,106.70332,Đất,,,,,,2.0,1.0,,[],3,Anh Dũng,,4.0,2026-09-17 14:17:42,https://nha.chotot.com/tin/167862234,2026-09-17T07:30:10.715618
80,"Cho thuê Nhà - Hồ Biểu Chánh, Phú Nhuận (700m2 sử dụng)",80000000,0.2857143,280 m²,"Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.793179,106.676544,Đất,,,,,,,,,[],6,Nhà Phố Cho Thuê,,,2026-09-17 14:16:58,https://nha.chotot.com/tin/178838963,2026-09-17T07:30:10.715863
81,Nhà Lầu 4 Tầng Hẻm Oto Xây Mới 100% Âu Dương Lân P2 Q8,8600000000,204.7619,42 m²,"Phường 2, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.742134,106.685104,Nhà ở,,4,3,4,,2.0,1.0,,[],8,Phạm Quốc Thắng,,,2026-09-17 14:29:58,https://nha.chotot.com/tin/178839361,2026-09-17T07:30:11.912878
82,Lô đất 2500m thổ cư mặt tiền Hồ khu Biệt thự nghỉ dưỡng,4000000000,1.6891892,2368 m²,"Xã Đinh Lạc, Huyện Di Linh, Lâm Đồng",Huyện Di Linh,Lâm Đồng,11.63063,108.13101,Văn phòng/Mặt bằng,,,,,,,1.0,,[],4,Nguyễn Anh Sang,,4.1,2026-09-17 14:29:58,https://nha.chotot.com/tin/178141305,2026-09-17T07:30:11.913199
83,"Cho Thuê Biệt Thự Nam Thông PMH Q7 - 450m2, 5PN, Đường 20m",70000000,0.15555556,450 m²,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.73019,106.70033,Nhà ở,,5,4,5,,,,,[],12,Thuỷ Trần,,,2026-08-31 09:55:18,https://nha.chotot.com/tin/178484863,2026-09-17T07:30:11.913413
84,"MẶT TIỀN ĐƯỜNG SỐ 6 – LÒ LU, TRƯỜNG THẠNH, TP. THỦ ĐỨC",4680000000,53.793102,87 m²,"Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.801835,106.81432,Văn phòng/Mặt bằng,,,,,,,,,[],5,Duy Hoàng Land,,5.0,2026-09-17 14:29:46,https://nha.chotot.com/tin/178839348,2026-09-17T07:30:11.913611
85,KHAI TRƯƠNG ĐUPLEX 3🍠X ĐƯỜNG SỐ 1_NGUYỄN THỊ TÚ NHẬN XE ĐIỆN FULL NT,3700000,0.13214286,28 m²,"Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Tp Hồ Chí Minh,10.807803,106.59462,Căn hộ/Chung cư,3.0,1,1,,,2.0,4.0,1000000.0,[],11,Triệu an HiFriendz Tp ,,5.0,2026-09-17 14:29:46,https://nha.chotot.com/tin/178839353,2026-09-17T07:30:11.913860
86,Cần cho thuê nhà góc 2 Mặt Tiền 84A Phổ Quang P.2 Q.Tân Bình,30000000,0.3030303,99 m²,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.806851,106.668365,Nhà ở,,5,5,4,,,1.0,60000000.0,[],6,Anh Thanh,,,2026-09-17 14:29:37,https://nha.chotot.com/tin/178839329,2026-09-17T07:30:11.914035
87,CHO THUÊ HẺM NGUYỄN VĂN TRỖI TÂN BÌNH | 12x15m siêu rộng,58000000,0.58,100 m²,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.798557,106.67042,Đất,,,,,,,,116000000.0,[],8,Dung tr,,,2026-09-17 14:29:35,https://nha.chotot.com/tin/178839347,2026-09-17T07:30:11.914199
88,Bán nhà lầu đúc kiên cố hẻm xe hơi rộng đường Dương Bá Trạc P1 Q8 ,11800000000,245.83333,48 m²,"Phường 1, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.74418,106.69049,Nhà ở,,4,4,4,Nam,2.0,1.0,,[],3,Nguyễn Thìn ,,4.4,2026-09-17 14:29:34,https://nha.chotot.com/tin/178839333,2026-09-17T07:30:11.914373
89,"Chung cư Tecco Green - Phan Văn Hớn căn 2p ngủ , full NT, giá 7,3tr/th",7300000,0.1,73 m²,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.82954,106.61561,Căn hộ/Chung cư,1.0,2,2,,,2.0,6.0,,[],6,Phí Linh,,,2026-09-17 14:29:29,https://nha.chotot.com/tin/178839257,2026-09-17T07:30:11.914575
90,"Bán nhà riêng 4mx18,3m",12300000000,169.65517,72.5 m²,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.796407,106.63215,Nhà ở,,1,,,,,,,[],3,Nguyễn Võ Châu Phát,,,2026-09-16 14:28:21,https://nha.chotot.com/tin/178817793,2026-09-17T07:30:11.914759
91,cho thuê,25000000,0.41666666,60 m²,"Phường 8, Quận 5, Tp Hồ Chí Minh",Quận 5,Tp Hồ Chí Minh,10.756033,106.671135,Nhà ở,,4,5,3,Đông,3.0,1.0,50000000.0,[],3,Phạm Ánh Lan,,5.0,2026-09-17 12:38:51,https://nha.chotot.com/tin/178836750,2026-09-17T07:30:11.914931
92,cho thuê nhà 2 tầng đường phan thanh sát đại học duy tân,11000000,0.22,50 m²,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Đà Nẵng,16.063013,108.208755,Nhà ở,,3,3,2,,1.0,,,[],10,Đại tuấn,,,2026-09-17 14:29:11,https://nha.chotot.com/tin/178839312,2026-09-17T07:30:11.915102
93,Nhà riêng ngõ 31 phố mai động gần đền lừ dt40m2x4t giá 10tr,10000000,0.25,40 m²,"Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Hà Nội,20.988625,105.86115,Nhà ở,,4,3,4,Đông,2.0,1.0,10000000.0,[],6,phạm minh chính,,,2026-09-10 10:59:00,https://nha.chotot.com/tin/178378145,2026-09-17T07:30:11.915316
94,bán nhà mặt tiền kinh doanh đường Trương Vĩnh Nguyên,5600000000,19.928825,281 m²,"Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Cần Thơ,9.982768,105.78676,Nhà ở,,1,2,1,Đông Bắc,3.0,1.0,,[],5,Nguyen Tien Tai,,,2026-09-16 14:28:22,https://nha.chotot.com/tin/178149394,2026-09-17T07:30:11.915615
95,💥CHDV - FUL NT - 2PN - BALCONY THOÁNG ⚡️ PHAN ĐĂNG LƯU - BÙI ĐÌNH TUÝ 💥,7800000,0.111428574,70 m²,"Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.802451,106.697495,Căn hộ/Chung cư,2.0,2,,,,,,,[],12,Lương Thanh Trúc,,,2026-09-12 21:54:42,https://nha.chotot.com/tin/178437508,2026-09-17T07:30:11.916009
96,"💥 HÀ ĐÔ CENTROSA – 2PN 2WC – NHÀ ĐẸP, FULL NỘI THẤT – Ở LIỀN CHỈ 22TR",22000000,0.25581396,86 m²,"Phường 12, Quận 10, Tp Hồ Chí Minh",Quận 10,Tp Hồ Chí Minh,10.7762,106.67889,Căn hộ/Chung cư,1.0,2,2,,,,,,[],12,Hoàng Dung,,4.5,2026-09-17 11:07:05,https://nha.chotot.com/tin/178834497,2026-09-17T07:30:11.916242
97,KHAI TRƯƠNG PHÒNG MỚI CÓ BẢO VỆ - LỄ TÂN - HẦM XE - BÌNH THẠNH,6500000,0.203125,32 m²,"Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.809566,106.692924,Phòng trọ,,,,,,,,,[],12,Hoàng Anh Victory Home,,5.0,2026-09-13 08:59:36,https://nha.chotot.com/tin/176917252,2026-09-17T07:30:11.916503
98,Bán đất khu Việt Kiều - Củ Chi,4000000000,14.513788,275.6 m²,"Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,Tp Hồ Chí Minh,10.964226,106.506134,Văn phòng/Mặt bằng,,,,,,,1.0,,[],3,Tên chưa cung cấp,,,2026-09-17 14:28:42,https://nha.chotot.com/tin/178215800,2026-09-17T07:30:11.916819
99,CHO THUÊ STUDIO BAN CÔNG CỬA SỔ FULL NỘI THẤT NGAY TRUNG TÂM QUẬN 1,5700000,0.16285715,35 m²,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.771173,106.69665,Phòng trọ,,,,,,,,,[],12,Mie Unite Group,,,2026-09-17 14:28:34,https://nha.chotot.com/tin/177897041,2026-09-17T07:30:11.917065
100,"Bán biệt thự 2 lầu áp mái P. Thạnh Mỹ Tây, TP.HCM giá 43 tỷ",43000000000,511.90475,84 m²,"Phường 12, Quận 3, Tp Hồ Chí Minh",Quận 3,Tp Hồ Chí Minh,10.789393,106.675064,Nhà ở,,1,,,,,,,[],3,vũ thành,,,2026-09-17 14:28:31,https://nha.chotot.com/tin/178839248,2026-09-17T07:30:11.917321
101,KHAI TRƯƠNG ĐUPLEX 3🍠X ĐƯỜNG SỐ 1_NGUYỄN THỊ TÚ NHẬN XE ĐIỆN FULL NT,3700000,0.13214286,28 m²,"Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Tp Hồ Chí Minh,10.807803,106.59462,Căn hộ/Chung cư,3.0,1,1,,,2.0,4.0,1000000.0,[],11,Triệu an HiFriendz Tp ,,5.0,2026-09-17 14:29:46,https://nha.chotot.com/tin/178839353,2026-09-17T07:30:13.366854
102,"Chung cư Tecco Green - Phan Văn Hớn căn 2p ngủ , full NT, giá 7,3tr/th",7300000,0.1,73 m²,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.82954,106.61561,Căn hộ/Chung cư,1.0,2,2,,,2.0,6.0,,[],6,Phí Linh,,,2026-09-17 14:29:29,https://nha.chotot.com/tin/178839257,2026-09-17T07:30:13.367161
103,💥CHDV - FUL NT - 2PN - BALCONY THOÁNG ⚡️ PHAN ĐĂNG LƯU - BÙI ĐÌNH TUÝ 💥,7800000,0.111428574,70 m²,"Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.802451,106.697495,Căn hộ/Chung cư,2.0,2,,,,,,,[],12,Lương Thanh Trúc,,,2026-09-12 21:54:42,https://nha.chotot.com/tin/178437508,2026-09-17T07:30:13.367356
104,"💥 HÀ ĐÔ CENTROSA – 2PN 2WC – NHÀ ĐẸP, FULL NỘI THẤT – Ở LIỀN CHỈ 22TR",22000000,0.25581396,86 m²,"Phường 12, Quận 10, Tp Hồ Chí Minh",Quận 10,Tp Hồ Chí Minh,10.7762,106.67889,Căn hộ/Chung cư,1.0,2,2,,,,,,[],12,Hoàng Dung,,4.5,2026-09-17 11:07:05,https://nha.chotot.com/tin/178834497,2026-09-17T07:30:13.367548
105,"CĂN HỘ MINI CAO CẤP MỚI 100%, FULL NỘI THẤT NGAY ẺMART PHAN HUY ÍCH",5000000,0.2,25 m²,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.837349,106.636284,Căn hộ/Chung cư,2.0,1,1,,,1.0,4.0,5000000.0,[],12,Alo Ngoc Hoang,,5.0,2026-09-17 14:28:24,https://nha.chotot.com/tin/178839301,2026-09-17T07:30:13.367799
106,TÌM NỮ Ở GHÉP CĂN CHUNG CƯ 2PN,4500000,0.071428575,63 m²,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.722,106.7433,Căn hộ/Chung cư,1.0,2,2,,,2.0,4.0,4500000.0,[],7,Kim Thanh,,5.0,2026-09-17 14:28:16,https://nha.chotot.com/tin/178839296,2026-09-17T07:30:13.367979
107,Khách Cần Tiền Ra Di Căn 2PN Hiyori Siêu Mới,5200000000,83.870964,62 m²,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Đà Nẵng,16.06191,108.23652,Căn hộ/Chung cư,1.0,2,2,,,1.0,2.0,,[],11,Hồng Công,,,2026-09-17 14:26:46,https://nha.chotot.com/tin/171220229,2026-09-17T07:30:13.368175
108,⭐ RIVER PANORAMA CHO THUÊ 3PN2WC FULL NỘI THẤT VIEW ĐẸP CHỈ 19 TRIỆU,19000000,0.21111111,90 m²,"Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.71422,106.73743,Căn hộ/Chung cư,1.0,3,2,,,2.0,6.0,,[],12,Huy,,5.0,2026-09-08 14:36:21,https://nha.chotot.com/tin/172861126,2026-09-17T07:30:13.368362
109,"THẢO ĐIỀN, QUẬN 2 🏡 CHO THUÊ CHDV CAO CẤP💘 1PN BAN CÔNG FULL NỘI THẤT",11000000,0.22,50 m²,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.803914,106.72912,Căn hộ/Chung cư,2.0,1,1,,Đông Bắc,1.0,4.0,11000000.0,[],11,Phương An Chuyên Căn Hộ Quận 2,,5.0,2026-09-11 14:06:45,https://nha.chotot.com/tin/177928071,2026-09-17T07:30:13.368572
110,CHDV FULL NỘI THẤT MỚI KENG GẦN MEGA MARKET Q12,3900000,0.156,25 m²,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.887289,106.64767,Căn hộ/Chung cư,2.0,1,1,4,,2.0,4.0,,[],10,Anh Tuấn Tìm Phòng,,5.0,2026-09-17 14:26:20,https://nha.chotot.com/tin/178839237,2026-09-17T07:30:13.368793
111,CHO THUÊ CĂN HỘ DUPLEX 2  GIƯỜNG NGỦ FULL NỘI THẤT CÓ CỬA SỔ THOÁNG,6000000,0.13333334,45 m²,"Phường 8, Thành phố Đà Lạt, Lâm Đồng",Thành phố Đà Lạt,Lâm Đồng,11.977858,108.45107,Căn hộ/Chung cư,3.0,1,1,,,,,,[],9,Quang gohome,,,2026-09-17 14:26:16,https://nha.chotot.com/tin/178839207,2026-09-17T07:30:13.368974
112,Khách Cần Tiền Bán Gấp Căn Ponte 1PN Stu View Biển Giá Cực Rẻ ,2700000000,103.84615,26 m²,"Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Đà Nẵng,16.059008,108.23034,Căn hộ/Chung cư,1.0,1,2,,Tây,4.0,6.0,,[],6,Hồng Công,,,2026-09-17 14:26:02,https://nha.chotot.com/tin/178096332,2026-09-17T07:30:13.369152
113,Bán Căn Hộ 2PN Toà A - Masteri Rivera Đà Nẵng,5700000000,91.935486,62 m²,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.033035,108.225494,Căn hộ/Chung cư,1.0,2,2,39,Tây,2.0,6.0,,[],6,Hồng Công,,,2026-09-17 14:25:24,https://nha.chotot.com/tin/169931282,2026-09-17T07:30:13.369313
114,Căn hộ ban công Full nội thất ngay Trương Văn Bang thuận tiện qua sala,5800000,0.16571428,35 m²,"Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.774195,106.75718,Căn hộ/Chung cư,2.0,1,1,,,2.0,4.0,6000000.0,[],11,Huỳnh Châu HiFriendz ,,5.0,2026-09-05 22:57:12,https://nha.chotot.com/tin/178592369,2026-09-17T07:30:13.369478
115,"CHO THUÊ  CHUNG CƯ TẠI PHỐ TU HOÀNG, NHỔN - 58M2, 2 NGỦ, ĐỦ ĐỒ-  5TR",5000000,0.0862069,58 m²,"Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Hà Nội,21.053297,105.73126,Căn hộ/Chung cư,1.0,2,1,,,2.0,,,[],3,NGÔ THÚY,,,2026-09-17 14:24:32,https://nha.chotot.com/tin/178839180,2026-09-17T07:30:13.369662
116,"the Sun Avenue 2Pn 5,8 tỷ 65m",5800000000,89.23077,65 m²,"Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79675,106.75218,Căn hộ/Chung cư,1.0,2,,,,,,,[],3,Nguyễn Văn Hậu,,,2026-09-16 08:47:07,https://nha.chotot.com/tin/178808741,2026-09-17T07:30:13.369902
117,"Chủ Cần Tiền Nên Bán Nhanh Căn 1PN+1  Tầng Cao View Biển, Thành Phố",4500000000,66.17647,68 m²,"Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Đà Nẵng,16.059008,108.23034,Căn hộ/Chung cư,1.0,2,1,1,Tây Bắc,4.0,2.0,,[],6,Hồng Công,,,2026-09-17 14:24:16,https://nha.chotot.com/tin/174414504,2026-09-17T07:30:13.370073
118,Cho thuê căn hộ duplex 35m2 đầy đủ tiện nghi có dịch vụ giặt sấy free,6500000,0.18571429,35 m²,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.741573,106.71589,Căn hộ/Chung cư,2.0,1,1,,,2.0,6.0,6500000.0,[],10,Hà Dương Chuyên CHDV quận 7,,5.0,2026-09-12 14:23:26,https://nha.chotot.com/tin/178731918,2026-09-17T07:30:13.370246
119,"CHO THUÊ DUPLEX TONE TRẮNG KEM SIU XINH NGAY UFM, IUH,OU,...",4500000,0.16071428,28 m²,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.804742,106.645935,Căn hộ/Chung cư,3.0,1,1,2,,,,,[],5,Ngọc Hân,,,2026-09-17 14:24:11,https://nha.chotot.com/tin/177890569,2026-09-17T07:30:13.370411
120,cho thuê phòng,3500000,0.07777778,45 m²,"Phường 5, Quận 11, Tp Hồ Chí Minh",Quận 11,Tp Hồ Chí Minh,10.76784,106.6433,Căn hộ/Chung cư,1.0,1,2,,,2.0,,3500000.0,[],4,Vy Nguyen,,,2026-09-17 14:20:34,https://nha.chotot.com/tin/178839076,2026-09-17T07:30:13.370597
121,Cần cho thuê nhà góc 2 Mặt Tiền 84A Phổ Quang P.2 Q.Tân Bình,30000000,0.3030303,99 m²,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.806851,106.668365,Nhà ở,,5,5,4,,,1.0,60000000.0,[],6,Anh Thanh,,,2026-09-17 14:29:37,https://nha.chotot.com/tin/178839329,2026-09-17T07:30:14.511037
122,Bán nhà lầu đúc kiên cố hẻm xe hơi rộng đường Dương Bá Trạc P1 Q8 ,11800000000,245.83333,48 m²,"Phường 1, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.74418,106.69049,Nhà ở,,4,4,4,Nam,2.0,1.0,,[],3,Nguyễn Thìn ,,4.4,2026-09-17 14:29:34,https://nha.chotot.com/tin/178839333,2026-09-17T07:30:14.511344
123,"Bán nhà riêng 4mx18,3m",12300000000,169.65517,72.5 m²,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.796407,106.63215,Nhà ở,,1,,,,,,,[],3,Nguyễn Võ Châu Phát,,,2026-09-16 14:28:21,https://nha.chotot.com/tin/178817793,2026-09-17T07:30:14.511574
